datetime,closePriceUsd,highPriceUsd,lowPriceUsd,openPriceUsd
2020-01-01 00:00:00+00:00,7200.50136362,7251.88948986,7174.94415256,7195.12484514
2020-01-02 00:00:00+00:00,6985.47000061,7212.15525252,6962.62217996,7205.21317903
2020-01-03 00:00:00+00:00,7347.15221902,7405.42522117,6914.99590793,6982.74326619
2020-01-04 00:00:00+00:00,7410.45169373,7416.92112467,7314.28562779,7352.58024673
2020-01-05 00:00:00+00:00,7410.81254092,7542.45473203,7403.98930134,7419.64693872
2020-01-06 00:00:00+00:00,7781.86718275,7781.86718275,7411.67457356,7411.67457356
2020-01-07 00:00:00+00:00,8161.93547734,8170.15682424,7771.68000278,7771.68000278
2020-01-08 00:00:00+00:00,8079.86277673,8394.70428952,7964.54804259,8171.98634854
2020-01-09 00:00:00+00:00,7879.07152428,8070.31349882,7843.60297398,8070.31349882
2020-01-10 00:00:00+00:00,8166.55414039,8166.55414039,7738.16778466,7871.00960015
2020-01-11 00:00:00+00:00,8037.53738872,8218.11872322,8035.39732338,8162.79737968
2020-01-12 00:00:00+00:00,8192.49400532,8200.06347027,8009.47302725,8019.68010319
2020-01-13 00:00:00+00:00,8144.19451744,8194.47246852,8082.46083973,8185.35874693
2020-01-14 00:00:00+00:00,8827.76442606,8872.75916668,8141.12311285,8141.12311285
2020-01-15 00:00:00+00:00,8807.01027532,8884.4098855,8657.18744654,8793.70930055
2020-01-16 00:00:00+00:00,8723.78576573,8846.46109861,8614.38365726,8817.1916805
2020-01-17 00:00:00+00:00,8929.0376776,8956.17628306,8678.56754853,8725.2351715
2020-01-18 00:00:00+00:00,8941.44574506,8985.54825957,8831.32244966,8898.72608801
2020-01-19 00:00:00+00:00,8706.24512993,9163.76274181,8620.88876182,8923.5801411
2020-01-20 00:00:00+00:00,8657.64293942,8738.55822041,8564.21117745,8713.25129291
2020-01-21 00:00:00+00:00,8745.89478833,8753.51999469,8545.89666779,8652.84532495
2020-01-22 00:00:00+00:00,8680.65055954,8791.33116878,8643.22570027,8740.48156865
2020-01-23 00:00:00+00:00,8406.5160678,8687.74708842,8337.8688481,8680.14842441
2020-01-24 00:00:00+00:00,8445.43428152,8510.86032485,8267.01290315,8409.09779151
2020-01-25 00:00:00+00:00,8367.84777344,8450.42961311,8296.50162646,8450.42961311
2020-01-26 00:00:00+00:00,8596.82983316,8601.61638343,8326.34531431,8355.64745443
2020-01-27 00:00:00+00:00,8909.81917753,8977.7269618,8606.57019916,8614.12125879
2020-01-28 00:00:00+00:00,9357.47037892,9358.59031703,8908.44692853,8910.75442715
2020-01-29 00:00:00+00:00,9316.62950445,9400.56478898,9269.99602248,9380.91880816
2020-01-30 00:00:00+00:00,9508.9935947,9551.7670026,9235.21322219,9308.64668458
2020-01-31 00:00:00+00:00,9350.52936518,9519.74012385,9234.69365735,9500.3636891
2020-02-01 00:00:00+00:00,9392.87536841,9438.23342452,9314.27801669,9352.06541092
2020-02-02 00:00:00+00:00,9344.36529292,9468.79761797,9217.82397728,9384.04712919
2020-02-03 00:00:00+00:00,9293.52108908,9535.83788271,9260.0210796,9347.2994044
2020-02-04 00:00:00+00:00,9180.9629665,9331.06078975,9117.03933808,9290.61643657
2020-02-05 00:00:00+00:00,9617.8210448,9701.30003735,9165.00223149,9179.93968789
2020-02-06 00:00:00+00:00,9729.80223149,9824.61926061,9541.30387313,9622.87267809
2020-02-07 00:00:00+00:00,9795.94377253,9827.87833085,9729.48921845,9730.39476615
2020-02-08 00:00:00+00:00,9865.11946905,9873.76690281,9678.90979138,9792.70106799
2020-02-09 00:00:00+00:00,10116.673759,10129.4351603,9853.68372258,9860.39693044
2020-02-10 00:00:00+00:00,9855.89170857,10162.4149438,9784.563802,10116.48634
2020-02-11 00:00:00+00:00,10208.2362609,10208.2362609,9731.19375356,9852.01245582
2020-02-12 00:00:00+00:00,10326.0545246,10385.9424185,10205.0867615,10205.0867615
2020-02-13 00:00:00+00:00,10211.5503892,10444.8361428,10118.110859,10317.5616285
2020-02-14 00:00:00+00:00,10312.1160909,10319.7073833,10125.5337907,10205.1202685
2020-02-15 00:00:00+00:00,9889.42462838,10341.5559017,9876.97567164,10315.6509345
2020-02-16 00:00:00+00:00,9934.43339025,10045.6182571,9728.21927543,9894.32020527
2020-02-17 00:00:00+00:00,9690.14261814,9938.81578,9507.63799409,9926.22023046
2020-02-18 00:00:00+00:00,10141.9963705,10161.576627,9633.92821592,9693.31710661
2020-02-19 00:00:00+00:00,9633.38688518,10190.2603142,9620.67787344,10145.3072623
2020-02-20 00:00:00+00:00,9608.47590343,9638.27750015,9507.90006137,9625.55804861
2020-02-21 00:00:00+00:00,9686.44119763,9719.55019257,9592.66551964,9606.46308567
2020-02-22 00:00:00+00:00,9663.18182933,9697.36673762,9600.72878571,9684.03204733
2020-02-23 00:00:00+00:00,9924.51522822,9933.99909979,9658.66778153,9665.27242551
2020-02-24 00:00:00+00:00,9650.17480677,9951.74614899,9537.04322252,9919.0664514
2020-02-25 00:00:00+00:00,9341.70516876,9649.8689659,9310.85846252,9648.17683267
2020-02-26 00:00:00+00:00,8820.52220005,9352.41285388,8706.83530569,9340.0762201
2020-02-27 00:00:00+00:00,8784.49384867,8931.04428533,8580.21474482,8821.07797245
2020-02-28 00:00:00+00:00,8672.45534996,8888.28186531,8492.93215312,8800.86788484
2020-02-29 00:00:00+00:00,8599.50861972,8775.63201232,8599.50861972,8671.92381146
2020-03-01 00:00:00+00:00,8562.45405008,8721.51408048,8474.82544229,8601.48376039
