datetime,btc_adjusted,bitcoin_adjusted,eth_adjusted,ethereum_adjusted,doge_adjusted,dogecoin_adjusted
2021-01-01 00:00:00,13.699299127756223,13.364879927428372,9.55664350707994,7.271678312179682,0.5486404689180211,0.11993025145171626
2021-01-01 01:00:00,18.836536300664807,13.726092898439948,8.191408720354234,8.887606825997388,0.7315206252240282,0.07995350096781083
2021-01-01 02:00:00,15.41171151872575,11.920028043382061,9.55664350707994,6.463714055270827,0.3657603126120141,0.15990700193562166
2021-01-01 03:00:00,15.41171151872575,11.558815072370484,8.191408720354234,7.271678312179682,0.9144007815300352,0.19988375241952708
2021-01-01 04:00:00,15.41171151872575,12.281241014393638,10.921878293805646,5.655749798361974,0.7315206252240282,0.27983725338733795
2021-01-01 05:00:00,18.836536300664807,10.113963188324174,8.191408720354234,7.271678312179682,1.0972809378360422,0.19988375241952708
2021-01-01 06:00:00,17.124123909695278,12.281241014393638,4.095704360177117,6.0597319268164,0.9144007815300352,0.23986050290343253
2021-01-01 07:00:00,13.699299127756223,11.197602101358905,9.55664350707994,5.655749798361974,0.5486404689180211,0.15990700193562166
2021-01-01 08:00:00,17.124123909695278,12.281241014393638,12.28711308053135,8.887606825997388,1.0972809378360422,0.039976750483905414
2021-01-01 09:00:00,15.41171151872575,12.642453985405217,8.191408720354234,8.079642569088533,0.5486404689180211,0.039976750483905414
2021-01-01 10:00:00,17.124123909695278,13.726092898439948,6.826173933628528,6.867696183725254,0.5486404689180211,0.07995350096781083
2021-01-01 11:00:00,17.124123909695278,13.003666956416794,10.921878293805646,7.271678312179682,0.7315206252240282,0.07995350096781083
2021-01-01 12:00:00,17.124123909695278,13.364879927428372,8.191408720354234,7.271678312179682,0.5486404689180211,0.15990700193562166
2021-01-01 13:00:00,15.41171151872575,13.726092898439948,9.55664350707994,8.079642569088533,0.5486404689180211,0.15990700193562166
2021-01-01 14:00:00,18.836536300664807,12.642453985405217,8.191408720354234,6.463714055270827,0.5486404689180211,0.11993025145171626
2021-01-01 15:00:00,17.124123909695278,13.364879927428372,10.921878293805646,7.271678312179682,0.3657603126120141,0.07995350096781083
2021-01-01 16:00:00,15.41171151872575,13.364879927428372,9.55664350707994,7.675660440634108,0.9144007815300352,0.15990700193562166
2021-01-01 17:00:00,13.699299127756223,12.281241014393638,10.921878293805646,9.291588954451813,0.5486404689180211,0.15990700193562166
2021-01-01 18:00:00,15.41171151872575,13.364879927428372,6.826173933628528,6.867696183725254,0.9144007815300352,0.15990700193562166
2021-01-01 19:00:00,13.699299127756223,13.726092898439948,6.826173933628528,8.079642569088533,0.5486404689180211,0.27983725338733795
2021-01-01 20:00:00,13.699299127756223,12.642453985405217,9.55664350707994,8.483624697542961,0.7315206252240282,0.23986050290343253
2021-01-01 21:00:00,15.41171151872575,13.726092898439948,9.55664350707994,6.463714055270827,0.9144007815300352,0.23986050290343253
2021-01-01 22:00:00,13.699299127756223,13.726092898439948,15.017582653982764,10.09955321136067,0.7315206252240282,0.27983725338733795
2021-01-01 23:00:00,17.124123909695278,14.448518840463104,10.921878293805646,8.887606825997388,0.9144007815300352,0.27983725338733795
2021-01-02 00:00:00,17.124123909695278,13.003666956416794,8.191408720354234,8.483624697542961,1.0972809378360422,0.8794885106459193
2021-01-02 01:00:00,13.699299127756223,11.920028043382061,9.55664350707994,8.079642569088533,1.2801610941420494,0.759558259194203
2021-01-02 02:00:00,17.124123909695278,11.920028043382061,6.826173933628528,6.867696183725254,1.8288015630600705,0.759558259194203
2021-01-02 03:00:00,13.699299127756223,12.642453985405217,13.652347867257056,7.675660440634108,2.1945618756720844,2.0787910251630817
2021-01-02 04:00:00,13.699299127756223,10.836389130347328,9.55664350707994,7.271678312179682,2.5603221882840987,2.478558530002136
2021-01-02 05:00:00,15.41171151872575,11.558815072370484,15.017582653982764,7.675660440634108,2.743202344590106,1.9188840232274602
2021-01-02 06:00:00,15.41171151872575,11.558815072370484,6.826173933628528,6.867696183725254,1.6459214067540633,1.3592095164527842
2021-01-02 07:00:00,22.261361082603862,13.726092898439948,10.921878293805646,7.271678312179682,1.2801610941420494,0.5996512572585813
2021-01-02 08:00:00,17.124123909695278,13.726092898439948,13.652347867257056,8.079642569088533,1.2801610941420494,0.43974425532295963
2021-01-02 09:00:00,17.124123909695278,14.087305869451527,12.28711308053135,8.887606825997388,0.7315206252240282,0.5196977562907704
2021-01-02 10:00:00,17.124123909695278,13.003666956416794,9.55664350707994,7.675660440634108,0.9144007815300352,0.3198140038712433
2021-01-02 11:00:00,17.124123909695278,13.726092898439948,13.652347867257056,7.675660440634108,0.9144007815300352,0.759558259194203
2021-01-02 12:00:00,27.398598255512447,17.33822260855572,10.921878293805646,7.675660440634108,1.2801610941420494,0.47972100580686505
2021-01-02 13:00:00,30.8234230374515,23.840056086764122,16.382817440708468,10.09955321136067,0.7315206252240282,0.6796047582263921
2021-01-02 14:00:00,34.248247819390556,24.562482028787276,15.017582653982764,12.1194638536328,1.2801610941420494,0.759558259194203
2021-01-02 15:00:00,30.8234230374515,25.64612094182201,17.748052227434176,12.927428110541655,1.8288015630600705,1.519116518388406
2021-01-02 16:00:00,41.097897383268666,33.9540192750883,19.11328701415988,14.947338752813788,2.743202344590106,1.4391630174205952
2021-01-02 17:00:00,42.8103097742382,36.121297101157765,16.382817440708468,16.967249395085922,2.377442031978092,2.038814274679176
2021-01-02 18:00:00,35.96066021036008,34.67644521711144,12.28711308053135,13.33141023899608,3.657603126120141,3.2381167891963387
