,date,transactions,block_size,sent_addresses,difficulty,hashrate,mining_profitability,send_usd,av_transaction_size,median_transaction_size,confirmation_time,market_cap,av_transaction_value,median_transaction_value,tweets,google_trends,active_addresses,top_100_percent,fee_reward,full_name,coin
134,2015/12/11,8105,884.34,1134,8060297713150,514558594892,0.0449,272718,0.00178,0.000897,0.284,64599710,33.648,1.392,,0.248,2767,,0.0603,ethereum,eth
135,2015/12/12,8205,916.288,1510,8045093540451,517896070712,0.0508,469350,0.00272,0.0011,0.284,73068472,57.203,1.342,,0.205,3450,,0.0823,ethereum,eth
136,2015/12/13,7426,844.633,1288,8472258757792,556792870328,0.0487,314004,0.00245,0.00102,0.273,73446487,42.284,1.803,,0.216,3032,,0.0649,ethereum,eth
137,2015/12/14,15550,1752,1511,8575886197736,541236871655,0.049,305583,0.00475,0.00449,0.288,74914879,19.652,null,,0.286,3490,,0.27,ethereum,eth
138,2015/12/15,21098,1834,1487,8768527206040,559707647367,0.0491,542133,0.00549,0.00575,0.284,76694370,25.696,null,,0.21,3122,,0.404,ethereum,eth
139,2015/12/16,10304,1216,1496,8562437625715,534079108914,0.0497,1462253,0.0043,0.00126,0.289,75923616,141.911,1.021,,0.246,3126,,0.162,ethereum,eth
140,2015/12/17,9612,1053,1672,8734093092267,553982448707,0.0469,424646,0.00326,0.00101,0.285,73211620,44.179,1.395,,0.285,3640,,0.117,ethereum,eth
141,2015/12/18,9032,1057,1479,8779610024754,552164106190,0.0451,221330,0.00332,0.00118,0.287,70687805,24.505,1.24,,0.268,3420,,0.117,ethereum,eth
142,2015/12/19,9314,1009,1532,8718613363966,548837540000,0.0444,207823,0.00279,0.000958,0.286,69146712,22.313,1.28,,0.188,3280,,0.104,ethereum,eth
143,2015/12/20,9879,1103,1494,8539950457531,533099835937,0.0457,189325,0.00321,0.00116,0.291,69875360,19.164,0.969,,0.146,3267,,0.126,ethereum,eth
144,2015/12/21,12063,1172,1570,8512846169835,531446645564,0.0452,212155,0.00294,0.00114,0.289,68728810,17.587,0.558,,0.208,3391,,0.143,ethereum,eth
145,2015/12/22,21027,2045,1580,8740208022452,564947516476,0.0439,214746,0.00254,0.00214,0.281,68586148,10.213,null,,0.213,3401,,0.208,ethereum,eth
146,2015/12/23,22740,1544,1494,8531916432950,553008752220,0.0437,126082,0.00315,0.00322,0.282,66739312,5.545,null,,0.208,3299,,0.283,ethereum,eth
147,2015/12/24,13494,1292,1492,8568509845032,539483402900,0.0431,109301,0.00295,0.0011,0.287,66106139,8.1,0.195,,0.207,3284,,0.166,ethereum,eth
148,2015/12/25,9521,1042,1434,8546027693064,539187075853,0.0435,59974,0.00244,0.000918,0.283,66416979,6.299,1.028,,0.173,3186,,0.0966,ethereum,eth
149,2015/12/26,10726,1074,1499,8455639813743,529362229713,0.0434,125470,0.00252,0.00107,0.288,65659685,11.698,0.906,,0.091,3393,,0.114,ethereum,eth
150,2015/12/27,21867,1575,1445,8588752228727,545440760250,0.0419,67429,0.00336,0.00338,0.287,64572864,3.084,null,,0.211,3269,,0.303,ethereum,eth
151,2015/12/28,12368,1239,1618,8531886376416,545158448549,0.0426,378412,0.00252,0.00108,0.283,65124638,30.596,0.861,,0.226,3546,,0.131,ethereum,eth
152,2015/12/29,11358,1200,1557,8605435564153,542193003611,0.042,244426,0.0025,0.00108,0.289,64968879,21.52,0.881,,0.207,3461,,0.121,ethereum,eth
153,2015/12/30,21767,1564,1469,8477527700665,534548572972,0.0451,193482,0.00314,0.00296,0.286,68435949,8.889,null,,0.0905,3306,,0.272,ethereum,eth
154,2015/12/31,10301,1057,1712,8542669516735,542725192824,0.0474,371837,0.00232,0.001,0.286,72678680,36.097,1.26,,0.2,3699,,0.0904,ethereum,eth
155,2016/01/01,8233,884.598,1536,8547423168622,526080043796,0.0476,330634,0.00182,0.00101,0.295,73090484,40.16,1.548,,0.11,3437,,0.0582,ethereum,eth
156,2016/01/02,9164,953.56,1619,8147466230776,528053698175,0.0501,250428,0.00204,0.00101,0.283,73603793,27.327,1.348,,0.19,3501,,0.0684,ethereum,eth
157,2016/01/03,9258,955.046,1618,8312405051132,544840649374,0.0498,363640,0.00206,0.00103,0.28,74745485,39.278,1.32,,0.206,3569,,0.0679,ethereum,eth
158,2016/01/04,9474,981.314,1629,8334160179746,541290799401,0.0493,149848,0.00219,0.00102,0.283,74132721,15.817,1.238,,0.283,3666,,0.0751,ethereum,eth
159,2016/01/05,16430,1396,1631,8305862081374,548861090240,0.0496,1010627,0.00358,0.00305,0.281,74387609,61.511,null,,0.207,3658,,0.206,ethereum,eth
160,2016/01/06,17074,1553,1677,8422692292474,552182610632,0.0489,255146,0.0038,0.00291,0.283,74343746,14.944,null,,0.351,3834,,0.231,ethereum,eth
161,2016/01/07,22075,1550,1728,8210108041818,526218703270,0.0512,348385,0.00295,0.00297,0.289,75929251,15.782,null,,0.283,4061,,0.231,ethereum,eth
