date,sand,sandbox,isPartial
2020-11-30 23:00:00,67,7,False
2020-12-01 00:00:00,74,11,False
2020-12-01 01:00:00,73,8,False
2020-12-01 02:00:00,86,5,False
2020-12-01 03:00:00,83,8,False
2020-12-01 04:00:00,91,5,False
2020-12-01 05:00:00,70,10,False
2020-12-01 06:00:00,69,9,False
2020-12-01 07:00:00,62,6,False
2020-12-01 08:00:00,59,6,False
2020-12-01 09:00:00,62,5,False
2020-12-01 10:00:00,58,6,False
2020-12-01 11:00:00,49,7,False
2020-12-01 12:00:00,52,5,False
2020-12-01 13:00:00,62,8,False
2020-12-01 14:00:00,58,8,False
2020-12-01 15:00:00,65,5,False
2020-12-01 16:00:00,66,6,False
2020-12-01 17:00:00,64,7,False
2020-12-01 18:00:00,58,6,False
2020-12-01 19:00:00,57,6,False
2020-12-01 20:00:00,71,7,False
2020-12-01 21:00:00,67,9,False
2020-12-01 22:00:00,73,6,False
2020-12-01 23:00:00,69,8,False
2020-12-02 00:00:00,71,8,False
2020-12-02 01:00:00,74,4,False
2020-12-02 02:00:00,76,4,False
2020-12-02 03:00:00,69,8,False
2020-12-02 04:00:00,79,7,False
2020-12-02 05:00:00,81,8,False
2020-12-02 06:00:00,56,3,False
2020-12-02 07:00:00,64,6,False
2020-12-02 08:00:00,48,4,False
2020-12-02 09:00:00,48,6,False
2020-12-02 10:00:00,61,6,False
2020-12-02 11:00:00,46,7,False
2020-12-02 12:00:00,42,6,False
2020-12-02 13:00:00,51,4,False
2020-12-02 14:00:00,52,7,False
2020-12-02 15:00:00,59,5,False
2020-12-02 16:00:00,63,6,False
2020-12-02 17:00:00,62,4,False
2020-12-02 18:00:00,67,3,False
2020-12-02 19:00:00,69,3,False
2020-12-02 20:00:00,61,6,False
2020-12-02 21:00:00,63,9,False
2020-12-02 22:00:00,71,8,False
2020-12-02 23:00:00,73,4,False
2020-12-03 00:00:00,72,8,False
2020-12-03 01:00:00,76,9,False
2020-12-03 02:00:00,76,10,False
2020-12-03 03:00:00,83,10,False
2020-12-03 04:00:00,76,8,False
2020-12-03 05:00:00,75,8,False
2020-12-03 06:00:00,67,6,False
2020-12-03 07:00:00,57,7,False
2020-12-03 08:00:00,48,6,False
2020-12-03 09:00:00,53,6,False
2020-12-03 10:00:00,57,8,False
2020-12-03 11:00:00,53,5,False
2020-12-03 12:00:00,47,9,False
2020-12-03 13:00:00,53,3,False
2020-12-03 14:00:00,56,4,False
2020-12-03 15:00:00,59,8,False
2020-12-03 16:00:00,60,5,False
2020-12-03 17:00:00,54,5,False
2020-12-03 18:00:00,68,6,False
2020-12-03 19:00:00,76,6,False
2020-12-03 20:00:00,65,7,False
2020-12-03 21:00:00,66,6,False
2020-12-03 22:00:00,72,3,False
2020-12-03 23:00:00,65,3,False
2020-12-04 00:00:00,74,5,False
2020-12-04 01:00:00,66,8,False
2020-12-04 02:00:00,74,5,False
2020-12-04 03:00:00,73,6,False
2020-12-04 04:00:00,86,9,False
2020-12-04 05:00:00,77,7,False
2020-12-04 06:00:00,58,4,False
2020-12-04 07:00:00,61,6,False
2020-12-04 08:00:00,46,8,False
2020-12-04 09:00:00,46,7,False
2020-12-04 10:00:00,45,6,False
2020-12-04 11:00:00,43,6,False
2020-12-04 12:00:00,39,6,False
2020-12-04 13:00:00,48,5,False
2020-12-04 14:00:00,56,6,False
2020-12-04 15:00:00,56,10,False
2020-12-04 16:00:00,61,8,False
2020-12-04 17:00:00,69,5,False
2020-12-04 18:00:00,71,8,False
2020-12-04 19:00:00,68,7,False
2020-12-04 20:00:00,75,7,False
2020-12-04 21:00:00,62,7,False
2020-12-04 22:00:00,86,7,False
2020-12-04 23:00:00,86,3,False
2020-12-05 00:00:00,88,6,False
2020-12-05 01:00:00,82,8,False
2020-12-05 02:00:00,92,6,False
2020-12-05 03:00:00,75,7,False
2020-12-05 04:00:00,100,7,False
2020-12-05 05:00:00,80,5,False
2020-12-05 06:00:00,97,3,False
2020-12-05 07:00:00,60,7,False
2020-12-05 08:00:00,57,6,False
2020-12-05 09:00:00,60,5,False
2020-12-05 10:00:00,60,5,False
2020-12-05 11:00:00,55,4,False
2020-12-05 12:00:00,47,6,False
2020-12-05 13:00:00,67,5,False
2020-12-05 14:00:00,52,5,False
2020-12-05 15:00:00,58,7,False
2020-12-05 16:00:00,76,4,False
2020-12-05 17:00:00,65,10,False
2020-12-05 18:00:00,69,4,False
2020-12-05 19:00:00,74,6,False
2020-12-05 20:00:00,66,5,False
2020-12-05 21:00:00,79,4,False
2020-12-05 22:00:00,70,4,False
2020-12-05 23:00:00,79,10,False
