date,sand,sandbox,isPartial
2021-10-21 23:00:00,68,6,False
2021-10-22 00:00:00,82,7,False
2021-10-22 01:00:00,77,6,False
2021-10-22 02:00:00,71,7,False
2021-10-22 03:00:00,75,7,False
2021-10-22 04:00:00,66,11,False
2021-10-22 05:00:00,64,6,False
2021-10-22 06:00:00,51,10,False
2021-10-22 07:00:00,51,12,False
2021-10-22 08:00:00,48,9,False
2021-10-22 09:00:00,51,7,False
2021-10-22 10:00:00,58,8,False
2021-10-22 11:00:00,43,5,False
2021-10-22 12:00:00,54,8,False
2021-10-22 13:00:00,53,8,False
2021-10-22 14:00:00,56,7,False
2021-10-22 15:00:00,74,6,False
2021-10-22 16:00:00,63,7,False
2021-10-22 17:00:00,58,7,False
2021-10-22 18:00:00,53,9,False
2021-10-22 19:00:00,60,6,False
2021-10-22 20:00:00,56,7,False
2021-10-22 21:00:00,79,5,False
2021-10-22 22:00:00,77,5,False
2021-10-22 23:00:00,67,6,False
2021-10-23 00:00:00,81,8,False
2021-10-23 01:00:00,68,5,False
2021-10-23 02:00:00,66,8,False
2021-10-23 03:00:00,84,6,False
2021-10-23 04:00:00,67,8,False
2021-10-23 05:00:00,66,7,False
2021-10-23 06:00:00,63,10,False
2021-10-23 07:00:00,59,6,False
2021-10-23 08:00:00,56,4,False
2021-10-23 09:00:00,49,6,False
2021-10-23 10:00:00,70,8,False
2021-10-23 11:00:00,44,5,False
2021-10-23 12:00:00,53,4,False
2021-10-23 13:00:00,65,4,False
2021-10-23 14:00:00,54,5,False
2021-10-23 15:00:00,58,6,False
2021-10-23 16:00:00,59,5,False
2021-10-23 17:00:00,64,8,False
2021-10-23 18:00:00,68,5,False
2021-10-23 19:00:00,83,6,False
2021-10-23 20:00:00,77,6,False
2021-10-23 21:00:00,64,6,False
2021-10-23 22:00:00,83,7,False
2021-10-23 23:00:00,77,8,False
2021-10-24 00:00:00,86,4,False
2021-10-24 01:00:00,87,6,False
2021-10-24 02:00:00,84,7,False
2021-10-24 03:00:00,84,10,False
2021-10-24 04:00:00,79,5,False
2021-10-24 05:00:00,69,7,False
2021-10-24 06:00:00,68,9,False
2021-10-24 07:00:00,65,6,False
2021-10-24 08:00:00,58,5,False
2021-10-24 09:00:00,46,6,False
2021-10-24 10:00:00,74,3,False
2021-10-24 11:00:00,50,5,False
2021-10-24 12:00:00,43,7,False
2021-10-24 13:00:00,51,4,False
2021-10-24 14:00:00,61,8,False
2021-10-24 15:00:00,51,6,False
2021-10-24 16:00:00,54,5,False
2021-10-24 17:00:00,71,7,False
2021-10-24 18:00:00,61,5,False
2021-10-24 19:00:00,72,5,False
2021-10-24 20:00:00,69,7,False
2021-10-24 21:00:00,75,10,False
2021-10-24 22:00:00,78,9,False
2021-10-24 23:00:00,100,7,False
2021-10-25 00:00:00,77,7,False
2021-10-25 01:00:00,80,6,False
2021-10-25 02:00:00,88,10,False
2021-10-25 03:00:00,73,7,False
2021-10-25 04:00:00,65,9,False
2021-10-25 05:00:00,53,8,False
2021-10-25 06:00:00,56,7,False
2021-10-25 07:00:00,48,6,False
2021-10-25 08:00:00,43,4,False
2021-10-25 09:00:00,57,7,False
2021-10-25 10:00:00,47,7,False
2021-10-25 11:00:00,50,7,False
2021-10-25 12:00:00,49,6,False
2021-10-25 13:00:00,63,10,False
2021-10-25 14:00:00,66,6,False
2021-10-25 15:00:00,57,5,False
2021-10-25 16:00:00,57,7,False
2021-10-25 17:00:00,62,11,False
2021-10-25 18:00:00,68,6,False
2021-10-25 19:00:00,85,7,False
2021-10-25 20:00:00,78,4,False
2021-10-25 21:00:00,80,8,False
2021-10-25 22:00:00,82,10,False
2021-10-25 23:00:00,85,7,False
2021-10-26 00:00:00,80,8,False
2021-10-26 01:00:00,87,11,False
2021-10-26 02:00:00,69,8,False
2021-10-26 03:00:00,75,11,False
2021-10-26 04:00:00,66,11,False
2021-10-26 05:00:00,71,9,False
2021-10-26 06:00:00,67,8,False
2021-10-26 07:00:00,51,8,False
2021-10-26 08:00:00,50,10,False
2021-10-26 09:00:00,47,15,False
2021-10-26 10:00:00,61,5,False
2021-10-26 11:00:00,47,8,False
2021-10-26 12:00:00,54,7,False
2021-10-26 13:00:00,53,8,False
2021-10-26 14:00:00,57,5,False
2021-10-26 15:00:00,67,5,False
2021-10-26 16:00:00,66,6,False
2021-10-26 17:00:00,72,5,False
2021-10-26 18:00:00,71,4,False
2021-10-26 19:00:00,71,7,False
2021-10-26 20:00:00,70,7,False
2021-10-26 21:00:00,74,8,False
2021-10-26 22:00:00,72,7,False
2021-10-26 23:00:00,81,7,False
