date,btc,bitcoin,isPartial
2020-10-06 23:00:00,21,65,False
2020-10-07 00:00:00,24,72,False
2020-10-07 01:00:00,20,55,False
2020-10-07 02:00:00,19,58,False
2020-10-07 03:00:00,20,58,False
2020-10-07 04:00:00,20,57,False
2020-10-07 05:00:00,23,63,False
2020-10-07 06:00:00,18,52,False
2020-10-07 07:00:00,31,82,False
2020-10-07 08:00:00,20,52,False
2020-10-07 09:00:00,20,66,False
2020-10-07 10:00:00,22,55,False
2020-10-07 11:00:00,20,59,False
2020-10-07 12:00:00,17,59,False
2020-10-07 13:00:00,18,68,False
2020-10-07 14:00:00,17,60,False
2020-10-07 15:00:00,21,51,False
2020-10-07 16:00:00,20,58,False
2020-10-07 17:00:00,19,60,False
2020-10-07 18:00:00,21,59,False
2020-10-07 19:00:00,17,76,False
2020-10-07 20:00:00,16,61,False
2020-10-07 21:00:00,14,66,False
2020-10-07 22:00:00,20,79,False
2020-10-07 23:00:00,13,58,False
2020-10-08 00:00:00,12,63,False
2020-10-08 01:00:00,22,59,False
2020-10-08 02:00:00,16,49,False
2020-10-08 03:00:00,16,47,False
2020-10-08 04:00:00,21,55,False
2020-10-08 05:00:00,18,55,False
2020-10-08 06:00:00,20,57,False
2020-10-08 07:00:00,21,53,False
2020-10-08 08:00:00,25,63,False
2020-10-08 09:00:00,23,58,False
2020-10-08 10:00:00,25,62,False
2020-10-08 11:00:00,22,61,False
2020-10-08 12:00:00,24,59,False
2020-10-08 13:00:00,18,75,False
2020-10-08 14:00:00,23,70,False
2020-10-08 15:00:00,23,80,False
2020-10-08 16:00:00,24,62,False
2020-10-08 17:00:00,20,62,False
2020-10-08 18:00:00,21,72,False
2020-10-08 19:00:00,21,74,False
2020-10-08 20:00:00,20,87,False
2020-10-08 21:00:00,27,81,False
2020-10-08 22:00:00,25,81,False
2020-10-08 23:00:00,19,90,False
2020-10-09 00:00:00,26,71,False
2020-10-09 01:00:00,21,60,False
2020-10-09 02:00:00,20,59,False
2020-10-09 03:00:00,23,55,False
2020-10-09 04:00:00,28,69,False
2020-10-09 05:00:00,23,69,False
2020-10-09 06:00:00,19,52,False
2020-10-09 07:00:00,17,58,False
2020-10-09 08:00:00,28,67,False
2020-10-09 09:00:00,23,62,False
2020-10-09 10:00:00,24,64,False
2020-10-09 11:00:00,27,67,False
2020-10-09 12:00:00,21,69,False
2020-10-09 13:00:00,25,73,False
2020-10-09 14:00:00,23,73,False
2020-10-09 15:00:00,22,69,False
2020-10-09 16:00:00,32,72,False
2020-10-09 17:00:00,26,83,False
2020-10-09 18:00:00,18,74,False
2020-10-09 19:00:00,20,76,False
2020-10-09 20:00:00,21,74,False
2020-10-09 21:00:00,24,75,False
2020-10-09 22:00:00,20,84,False
2020-10-09 23:00:00,19,74,False
2020-10-10 00:00:00,23,61,False
2020-10-10 01:00:00,29,76,False
2020-10-10 02:00:00,38,76,False
2020-10-10 03:00:00,40,86,False
2020-10-10 04:00:00,50,75,False
2020-10-10 05:00:00,46,76,False
2020-10-10 06:00:00,49,71,False
2020-10-10 07:00:00,42,76,False
2020-10-10 08:00:00,32,86,False
2020-10-10 09:00:00,25,83,False
2020-10-10 10:00:00,28,54,False
2020-10-10 11:00:00,27,70,False
2020-10-10 12:00:00,25,72,False
2020-10-10 13:00:00,30,72,False
2020-10-10 14:00:00,27,70,False
2020-10-10 15:00:00,24,68,False
2020-10-10 16:00:00,27,67,False
2020-10-10 17:00:00,27,81,False
2020-10-10 18:00:00,22,72,False
2020-10-10 19:00:00,23,75,False
2020-10-10 20:00:00,19,84,False
2020-10-10 21:00:00,24,74,False
2020-10-10 22:00:00,21,84,False
2020-10-10 23:00:00,29,79,False
2020-10-11 00:00:00,22,66,False
2020-10-11 01:00:00,24,73,False
2020-10-11 02:00:00,20,62,False
2020-10-11 03:00:00,32,58,False
2020-10-11 04:00:00,21,58,False
2020-10-11 05:00:00,18,72,False
2020-10-11 06:00:00,32,63,False
2020-10-11 07:00:00,18,70,False
2020-10-11 08:00:00,27,76,False
2020-10-11 09:00:00,23,66,False
2020-10-11 10:00:00,17,73,False
2020-10-11 11:00:00,29,62,False
2020-10-11 12:00:00,18,76,False
2020-10-11 13:00:00,21,70,False
2020-10-11 14:00:00,17,59,False
2020-10-11 15:00:00,25,70,False
2020-10-11 16:00:00,21,64,False
2020-10-11 17:00:00,18,63,False
2020-10-11 18:00:00,20,69,False
2020-10-11 19:00:00,21,67,False
2020-10-11 20:00:00,23,74,False
2020-10-11 21:00:00,20,76,False
2020-10-11 22:00:00,15,80,False
2020-10-11 23:00:00,20,75,False
