date,btc,bitcoin,isPartial
2021-06-03 23:00:00,12,57,False
2021-06-04 00:00:00,12,55,False
2021-06-04 01:00:00,12,59,False
2021-06-04 02:00:00,12,54,False
2021-06-04 03:00:00,14,61,False
2021-06-04 04:00:00,12,61,False
2021-06-04 05:00:00,17,67,False
2021-06-04 06:00:00,17,70,False
2021-06-04 07:00:00,15,68,False
2021-06-04 08:00:00,13,66,False
2021-06-04 09:00:00,15,61,False
2021-06-04 10:00:00,16,61,False
2021-06-04 11:00:00,13,63,False
2021-06-04 12:00:00,16,63,False
2021-06-04 13:00:00,14,61,False
2021-06-04 14:00:00,13,60,False
2021-06-04 15:00:00,14,55,False
2021-06-04 16:00:00,12,60,False
2021-06-04 17:00:00,13,57,False
2021-06-04 18:00:00,13,59,False
2021-06-04 19:00:00,9,53,False
2021-06-04 20:00:00,11,58,False
2021-06-04 21:00:00,11,62,False
2021-06-04 22:00:00,14,56,False
2021-06-04 23:00:00,14,52,False
2021-06-05 00:00:00,10,50,False
2021-06-05 01:00:00,11,48,False
2021-06-05 02:00:00,12,45,False
2021-06-05 03:00:00,11,51,False
2021-06-05 04:00:00,12,49,False
2021-06-05 05:00:00,13,52,False
2021-06-05 06:00:00,11,53,False
2021-06-05 07:00:00,13,55,False
2021-06-05 08:00:00,12,52,False
2021-06-05 09:00:00,12,50,False
2021-06-05 10:00:00,13,55,False
2021-06-05 11:00:00,12,51,False
2021-06-05 12:00:00,13,61,False
2021-06-05 13:00:00,13,57,False
2021-06-05 14:00:00,12,50,False
2021-06-05 15:00:00,11,57,False
2021-06-05 16:00:00,13,50,False
2021-06-05 17:00:00,12,49,False
2021-06-05 18:00:00,11,52,False
2021-06-05 19:00:00,12,50,False
2021-06-05 20:00:00,12,59,False
2021-06-05 21:00:00,16,67,False
2021-06-05 22:00:00,14,66,False
2021-06-05 23:00:00,14,62,False
2021-06-06 00:00:00,13,58,False
2021-06-06 01:00:00,13,61,False
2021-06-06 02:00:00,11,57,False
2021-06-06 03:00:00,13,57,False
2021-06-06 04:00:00,11,60,False
2021-06-06 05:00:00,11,56,False
2021-06-06 06:00:00,14,58,False
2021-06-06 07:00:00,11,56,False
2021-06-06 08:00:00,11,58,False
2021-06-06 09:00:00,12,55,False
2021-06-06 10:00:00,12,52,False
2021-06-06 11:00:00,13,50,False
2021-06-06 12:00:00,11,51,False
2021-06-06 13:00:00,12,55,False
2021-06-06 14:00:00,12,57,False
2021-06-06 15:00:00,10,59,False
2021-06-06 16:00:00,11,55,False
2021-06-06 17:00:00,12,55,False
2021-06-06 18:00:00,12,55,False
2021-06-06 19:00:00,11,57,False
2021-06-06 20:00:00,12,56,False
2021-06-06 21:00:00,10,60,False
2021-06-06 22:00:00,13,62,False
2021-06-06 23:00:00,11,53,False
2021-06-07 00:00:00,10,45,False
2021-06-07 01:00:00,8,49,False
2021-06-07 02:00:00,10,50,False
2021-06-07 03:00:00,10,48,False
2021-06-07 04:00:00,11,51,False
2021-06-07 05:00:00,14,51,False
2021-06-07 06:00:00,13,51,False
2021-06-07 07:00:00,13,48,False
2021-06-07 08:00:00,12,46,False
2021-06-07 09:00:00,12,47,False
2021-06-07 10:00:00,13,52,False
2021-06-07 11:00:00,11,49,False
2021-06-07 12:00:00,11,53,False
2021-06-07 13:00:00,12,51,False
2021-06-07 14:00:00,11,53,False
2021-06-07 15:00:00,13,54,False
2021-06-07 16:00:00,11,53,False
2021-06-07 17:00:00,11,51,False
2021-06-07 18:00:00,12,51,False
2021-06-07 19:00:00,11,61,False
2021-06-07 20:00:00,15,64,False
2021-06-07 21:00:00,19,88,False
2021-06-07 22:00:00,17,83,False
2021-06-07 23:00:00,15,71,False
2021-06-08 00:00:00,15,67,False
2021-06-08 01:00:00,16,63,False
2021-06-08 02:00:00,15,67,False
2021-06-08 03:00:00,18,86,False
2021-06-08 04:00:00,18,85,False
2021-06-08 05:00:00,18,85,False
2021-06-08 06:00:00,20,78,False
2021-06-08 07:00:00,22,76,False
2021-06-08 08:00:00,16,67,False
2021-06-08 09:00:00,17,68,False
2021-06-08 10:00:00,17,70,False
2021-06-08 11:00:00,16,69,False
2021-06-08 12:00:00,14,68,False
2021-06-08 13:00:00,15,71,False
2021-06-08 14:00:00,18,92,False
2021-06-08 15:00:00,23,100,False
2021-06-08 16:00:00,20,82,False
2021-06-08 17:00:00,19,83,False
2021-06-08 18:00:00,17,80,False
2021-06-08 19:00:00,16,81,False
2021-06-08 20:00:00,18,84,False
2021-06-08 21:00:00,17,84,False
2021-06-08 22:00:00,15,75,False
2021-06-08 23:00:00,13,63,False
