date,btc,bitcoin,isPartial
2020-02-29 23:00:00,17,83,False
2020-03-01 00:00:00,11,71,False
2020-03-01 01:00:00,25,55,False
2020-03-01 02:00:00,14,55,False
2020-03-01 03:00:00,19,57,False
2020-03-01 04:00:00,18,63,False
2020-03-01 05:00:00,17,60,False
2020-03-01 06:00:00,26,51,False
2020-03-01 07:00:00,22,56,False
2020-03-01 08:00:00,17,57,False
2020-03-01 09:00:00,19,62,False
2020-03-01 10:00:00,18,56,False
2020-03-01 11:00:00,19,61,False
2020-03-01 12:00:00,21,57,False
2020-03-01 13:00:00,21,62,False
2020-03-01 14:00:00,17,59,False
2020-03-01 15:00:00,17,55,False
2020-03-01 16:00:00,18,57,False
2020-03-01 17:00:00,18,59,False
2020-03-01 18:00:00,15,71,False
2020-03-01 19:00:00,14,66,False
2020-03-01 20:00:00,21,71,False
2020-03-01 21:00:00,15,65,False
2020-03-01 22:00:00,20,80,False
2020-03-01 23:00:00,19,80,False
2020-03-02 00:00:00,15,61,False
2020-03-02 01:00:00,18,57,False
2020-03-02 02:00:00,22,57,False
2020-03-02 03:00:00,17,52,False
2020-03-02 04:00:00,21,50,False
2020-03-02 05:00:00,20,57,False
2020-03-02 06:00:00,24,56,False
2020-03-02 07:00:00,18,64,False
2020-03-02 08:00:00,17,62,False
2020-03-02 09:00:00,19,61,False
2020-03-02 10:00:00,23,61,False
2020-03-02 11:00:00,20,59,False
2020-03-02 12:00:00,18,69,False
2020-03-02 13:00:00,20,63,False
2020-03-02 14:00:00,21,69,False
2020-03-02 15:00:00,21,72,False
2020-03-02 16:00:00,17,68,False
2020-03-02 17:00:00,19,68,False
2020-03-02 18:00:00,15,67,False
2020-03-02 19:00:00,17,66,False
2020-03-02 20:00:00,18,77,False
2020-03-02 21:00:00,20,72,False
2020-03-02 22:00:00,20,88,False
2020-03-02 23:00:00,18,100,False
2020-03-03 00:00:00,17,67,False
2020-03-03 01:00:00,20,61,False
2020-03-03 02:00:00,21,60,False
2020-03-03 03:00:00,22,57,False
2020-03-03 04:00:00,16,65,False
2020-03-03 05:00:00,27,63,False
2020-03-03 06:00:00,25,72,False
2020-03-03 07:00:00,25,68,False
2020-03-03 08:00:00,20,60,False
2020-03-03 09:00:00,16,63,False
2020-03-03 10:00:00,14,62,False
2020-03-03 11:00:00,19,68,False
2020-03-03 12:00:00,18,63,False
2020-03-03 13:00:00,18,62,False
2020-03-03 14:00:00,16,66,False
2020-03-03 15:00:00,18,60,False
2020-03-03 16:00:00,17,64,False
2020-03-03 17:00:00,15,61,False
2020-03-03 18:00:00,19,68,False
2020-03-03 19:00:00,19,65,False
2020-03-03 20:00:00,16,68,False
2020-03-03 21:00:00,17,66,False
2020-03-03 22:00:00,15,68,False
2020-03-03 23:00:00,19,69,False
2020-03-04 00:00:00,13,68,False
2020-03-04 01:00:00,18,62,False
2020-03-04 02:00:00,16,52,False
2020-03-04 03:00:00,21,58,False
2020-03-04 04:00:00,17,56,False
2020-03-04 05:00:00,20,65,False
2020-03-04 06:00:00,20,87,False
2020-03-04 07:00:00,29,83,False
2020-03-04 08:00:00,21,71,False
2020-03-04 09:00:00,21,82,False
2020-03-04 10:00:00,28,73,False
2020-03-04 11:00:00,21,70,False
2020-03-04 12:00:00,18,61,False
2020-03-04 13:00:00,16,59,False
2020-03-04 14:00:00,22,63,False
2020-03-04 15:00:00,15,56,False
2020-03-04 16:00:00,17,65,False
2020-03-04 17:00:00,17,69,False
2020-03-04 18:00:00,16,55,False
2020-03-04 19:00:00,19,63,False
2020-03-04 20:00:00,20,70,False
2020-03-04 21:00:00,14,60,False
2020-03-04 22:00:00,14,67,False
2020-03-04 23:00:00,20,75,False
2020-03-05 00:00:00,15,57,False
2020-03-05 01:00:00,18,50,False
2020-03-05 02:00:00,21,60,False
2020-03-05 03:00:00,21,65,False
2020-03-05 04:00:00,18,80,False
2020-03-05 05:00:00,20,72,False
2020-03-05 06:00:00,28,70,False
2020-03-05 07:00:00,25,65,False
2020-03-05 08:00:00,19,70,False
2020-03-05 09:00:00,20,69,False
2020-03-05 10:00:00,19,67,False
2020-03-05 11:00:00,18,73,False
2020-03-05 12:00:00,26,70,False
2020-03-05 13:00:00,19,63,False
2020-03-05 14:00:00,19,66,False
2020-03-05 15:00:00,23,66,False
2020-03-05 16:00:00,21,67,False
2020-03-05 17:00:00,20,70,False
2020-03-05 18:00:00,17,69,False
2020-03-05 19:00:00,18,68,False
2020-03-05 20:00:00,18,69,False
2020-03-05 21:00:00,20,75,False
2020-03-05 22:00:00,23,73,False
2020-03-05 23:00:00,21,82,False
