date,doge,dogecoin,isPartial
2020-11-05 23:00:00,44,0,False
2020-11-06 00:00:00,51,16,False
2020-11-06 01:00:00,28,11,False
2020-11-06 02:00:00,39,5,False
2020-11-06 03:00:00,47,11,False
2020-11-06 04:00:00,50,0,False
2020-11-06 05:00:00,68,17,False
2020-11-06 06:00:00,46,11,False
2020-11-06 07:00:00,31,0,False
2020-11-06 08:00:00,25,28,False
2020-11-06 09:00:00,57,22,False
2020-11-06 10:00:00,41,8,False
2020-11-06 11:00:00,43,16,False
2020-11-06 12:00:00,28,19,False
2020-11-06 13:00:00,37,10,False
2020-11-06 14:00:00,70,7,False
2020-11-06 15:00:00,48,20,False
2020-11-06 16:00:00,28,17,False
2020-11-06 17:00:00,40,7,False
2020-11-06 18:00:00,38,7,False
2020-11-06 19:00:00,72,11,False
2020-11-06 20:00:00,43,16,False
2020-11-06 21:00:00,56,9,False
2020-11-06 22:00:00,68,15,False
2020-11-06 23:00:00,64,11,False
2020-11-07 00:00:00,79,23,False
2020-11-07 01:00:00,55,12,False
2020-11-07 02:00:00,32,30,False
2020-11-07 03:00:00,65,25,False
2020-11-07 04:00:00,69,13,False
2020-11-07 05:00:00,41,13,False
2020-11-07 06:00:00,53,12,False
2020-11-07 07:00:00,42,6,False
2020-11-07 08:00:00,45,5,False
2020-11-07 09:00:00,48,5,False
2020-11-07 10:00:00,47,15,False
2020-11-07 11:00:00,49,18,False
2020-11-07 12:00:00,48,0,False
2020-11-07 13:00:00,40,8,False
2020-11-07 14:00:00,27,8,False
2020-11-07 15:00:00,53,7,False
2020-11-07 16:00:00,38,17,False
2020-11-07 17:00:00,50,11,False
2020-11-07 18:00:00,43,8,False
2020-11-07 19:00:00,42,8,False
2020-11-07 20:00:00,68,9,False
2020-11-07 21:00:00,53,9,False
2020-11-07 22:00:00,22,0,False
2020-11-07 23:00:00,41,6,False
2020-11-08 00:00:00,25,0,False
2020-11-08 01:00:00,50,6,False
2020-11-08 02:00:00,57,6,False
2020-11-08 03:00:00,67,26,False
2020-11-08 04:00:00,70,14,False
2020-11-08 05:00:00,78,14,False
2020-11-08 06:00:00,7,0,False
2020-11-08 07:00:00,88,6,False
2020-11-08 08:00:00,51,17,False
2020-11-08 09:00:00,70,16,False
2020-11-08 10:00:00,46,5,False
2020-11-08 11:00:00,33,9,False
2020-11-08 12:00:00,41,9,False
2020-11-08 13:00:00,38,12,False
2020-11-08 14:00:00,56,8,False
2020-11-08 15:00:00,47,8,False
2020-11-08 16:00:00,46,4,False
2020-11-08 17:00:00,42,11,False
2020-11-08 18:00:00,76,23,False
2020-11-08 19:00:00,34,12,False
2020-11-08 20:00:00,49,4,False
2020-11-08 21:00:00,23,9,False
2020-11-08 22:00:00,48,21,False
2020-11-08 23:00:00,59,17,False
2020-11-09 00:00:00,30,18,False
2020-11-09 01:00:00,48,23,False
2020-11-09 02:00:00,48,12,False
2020-11-09 03:00:00,50,6,False
2020-11-09 04:00:00,51,6,False
2020-11-09 05:00:00,63,12,False
2020-11-09 06:00:00,51,17,False
2020-11-09 07:00:00,26,10,False
2020-11-09 08:00:00,38,14,False
2020-11-09 09:00:00,28,9,False
2020-11-09 10:00:00,40,22,False
2020-11-09 11:00:00,29,25,False
2020-11-09 12:00:00,19,11,False
2020-11-09 13:00:00,36,7,False
2020-11-09 14:00:00,31,20,False
2020-11-09 15:00:00,49,3,False
2020-11-09 16:00:00,76,10,False
2020-11-09 17:00:00,44,7,False
2020-11-09 18:00:00,55,18,False
2020-11-09 19:00:00,31,8,False
2020-11-09 20:00:00,74,8,False
2020-11-09 21:00:00,37,27,False
2020-11-09 22:00:00,42,5,False
2020-11-09 23:00:00,51,11,False
2020-11-10 00:00:00,41,25,False
2020-11-10 01:00:00,85,6,False
2020-11-10 02:00:00,41,18,False
2020-11-10 03:00:00,65,13,False
2020-11-10 04:00:00,79,19,False
2020-11-10 05:00:00,42,25,False
2020-11-10 06:00:00,33,0,False
2020-11-10 07:00:00,30,10,False
2020-11-10 08:00:00,61,5,False
2020-11-10 09:00:00,40,5,False
2020-11-10 10:00:00,38,9,False
2020-11-10 11:00:00,41,0,False
2020-11-10 12:00:00,46,12,False
2020-11-10 13:00:00,28,4,False
2020-11-10 14:00:00,51,18,False
2020-11-10 15:00:00,43,14,False
2020-11-10 16:00:00,57,28,False
2020-11-10 17:00:00,59,11,False
2020-11-10 18:00:00,62,16,False
2020-11-10 19:00:00,43,4,False
2020-11-10 20:00:00,82,9,False
2020-11-10 21:00:00,41,10,False
2020-11-10 22:00:00,72,27,False
2020-11-10 23:00:00,56,24,False
