date,doge,dogecoin,isPartial
2021-04-19 23:00:00,34,100,False
2021-04-20 00:00:00,27,82,False
2021-04-20 01:00:00,30,84,False
2021-04-20 02:00:00,28,86,False
2021-04-20 03:00:00,30,84,False
2021-04-20 04:00:00,33,93,False
2021-04-20 05:00:00,26,69,False
2021-04-20 06:00:00,18,53,False
2021-04-20 07:00:00,14,52,False
2021-04-20 08:00:00,15,44,False
2021-04-20 09:00:00,15,43,False
2021-04-20 10:00:00,17,49,False
2021-04-20 11:00:00,18,56,False
2021-04-20 12:00:00,21,59,False
2021-04-20 13:00:00,20,73,False
2021-04-20 14:00:00,22,72,False
2021-04-20 15:00:00,21,74,False
2021-04-20 16:00:00,25,79,False
2021-04-20 17:00:00,20,67,False
2021-04-20 18:00:00,21,70,False
2021-04-20 19:00:00,22,70,False
2021-04-20 20:00:00,29,89,False
2021-04-20 21:00:00,31,93,False
2021-04-20 22:00:00,22,78,False
2021-04-20 23:00:00,26,68,False
2021-04-21 00:00:00,17,60,False
2021-04-21 01:00:00,17,60,False
2021-04-21 02:00:00,15,57,False
2021-04-21 03:00:00,16,50,False
2021-04-21 04:00:00,14,50,False
2021-04-21 05:00:00,12,39,False
2021-04-21 06:00:00,9,33,False
2021-04-21 07:00:00,9,29,False
2021-04-21 08:00:00,7,26,False
2021-04-21 09:00:00,7,27,False
2021-04-21 10:00:00,8,30,False
2021-04-21 11:00:00,8,31,False
2021-04-21 12:00:00,11,34,False
2021-04-21 13:00:00,9,38,False
2021-04-21 14:00:00,9,36,False
2021-04-21 15:00:00,10,36,False
2021-04-21 16:00:00,10,39,False
2021-04-21 17:00:00,10,35,False
2021-04-21 18:00:00,11,35,False
2021-04-21 19:00:00,12,40,False
2021-04-21 20:00:00,12,38,False
2021-04-21 21:00:00,14,42,False
2021-04-21 22:00:00,12,45,False
2021-04-21 23:00:00,10,41,False
2021-04-22 00:00:00,10,43,False
2021-04-22 01:00:00,10,42,False
2021-04-22 02:00:00,13,41,False
2021-04-22 03:00:00,13,48,False
2021-04-22 04:00:00,12,40,False
2021-04-22 05:00:00,9,35,False
2021-04-22 06:00:00,7,28,False
2021-04-22 07:00:00,8,24,False
2021-04-22 08:00:00,10,30,False
2021-04-22 09:00:00,7,30,False
2021-04-22 10:00:00,8,28,False
2021-04-22 11:00:00,9,30,False
2021-04-22 12:00:00,9,33,False
2021-04-22 13:00:00,9,33,False
2021-04-22 14:00:00,8,28,False
2021-04-22 15:00:00,8,30,False
2021-04-22 16:00:00,8,31,False
2021-04-22 17:00:00,8,31,False
2021-04-22 18:00:00,10,30,False
2021-04-22 19:00:00,9,34,False
2021-04-22 20:00:00,9,39,False
2021-04-22 21:00:00,12,39,False
2021-04-22 22:00:00,10,41,False
2021-04-22 23:00:00,11,43,False
2021-04-23 00:00:00,10,41,False
2021-04-23 01:00:00,14,47,False
2021-04-23 02:00:00,24,82,False
2021-04-23 03:00:00,15,59,False
2021-04-23 04:00:00,12,50,False
2021-04-23 05:00:00,12,45,False
2021-04-23 06:00:00,8,31,False
2021-04-23 07:00:00,8,27,False
2021-04-23 08:00:00,7,29,False
2021-04-23 09:00:00,9,29,False
2021-04-23 10:00:00,8,30,False
2021-04-23 11:00:00,8,31,False
2021-04-23 12:00:00,8,33,False
2021-04-23 13:00:00,8,35,False
2021-04-23 14:00:00,9,30,False
2021-04-23 15:00:00,6,31,False
2021-04-23 16:00:00,8,30,False
2021-04-23 17:00:00,8,29,False
2021-04-23 18:00:00,8,31,False
2021-04-23 19:00:00,9,31,False
2021-04-23 20:00:00,8,34,False
2021-04-23 21:00:00,10,36,False
2021-04-23 22:00:00,10,32,False
2021-04-23 23:00:00,9,33,False
2021-04-24 00:00:00,9,30,False
2021-04-24 01:00:00,8,32,False
2021-04-24 02:00:00,7,30,False
2021-04-24 03:00:00,8,30,False
2021-04-24 04:00:00,6,26,False
2021-04-24 05:00:00,8,24,False
2021-04-24 06:00:00,8,29,False
2021-04-24 07:00:00,6,24,False
2021-04-24 08:00:00,6,24,False
2021-04-24 09:00:00,5,22,False
2021-04-24 10:00:00,5,19,False
2021-04-24 11:00:00,7,19,False
2021-04-24 12:00:00,6,23,False
2021-04-24 13:00:00,5,24,False
2021-04-24 14:00:00,6,23,False
2021-04-24 15:00:00,6,24,False
2021-04-24 16:00:00,6,24,False
2021-04-24 17:00:00,6,22,False
2021-04-24 18:00:00,7,25,False
2021-04-24 19:00:00,7,26,False
2021-04-24 20:00:00,7,25,False
2021-04-24 21:00:00,7,28,False
2021-04-24 22:00:00,9,25,False
2021-04-24 23:00:00,8,28,False
