date,doge,dogecoin,isPartial
2021-05-19 23:00:00,20,87,False
2021-05-20 00:00:00,24,91,False
2021-05-20 01:00:00,23,100,False
2021-05-20 02:00:00,17,73,False
2021-05-20 03:00:00,23,79,False
2021-05-20 04:00:00,16,67,False
2021-05-20 05:00:00,16,66,False
2021-05-20 06:00:00,15,58,False
2021-05-20 07:00:00,13,51,False
2021-05-20 08:00:00,13,51,False
2021-05-20 09:00:00,12,47,False
2021-05-20 10:00:00,15,61,False
2021-05-20 11:00:00,20,65,False
2021-05-20 12:00:00,20,69,False
2021-05-20 13:00:00,20,71,False
2021-05-20 14:00:00,18,62,False
2021-05-20 15:00:00,17,60,False
2021-05-20 16:00:00,18,63,False
2021-05-20 17:00:00,15,61,False
2021-05-20 18:00:00,17,64,False
2021-05-20 19:00:00,17,59,False
2021-05-20 20:00:00,17,65,False
2021-05-20 21:00:00,18,63,False
2021-05-20 22:00:00,17,65,False
2021-05-20 23:00:00,12,65,False
2021-05-21 00:00:00,17,56,False
2021-05-21 01:00:00,13,55,False
2021-05-21 02:00:00,17,59,False
2021-05-21 03:00:00,14,59,False
2021-05-21 04:00:00,14,55,False
2021-05-21 05:00:00,12,52,False
2021-05-21 06:00:00,12,43,False
2021-05-21 07:00:00,9,38,False
2021-05-21 08:00:00,9,37,False
2021-05-21 09:00:00,10,41,False
2021-05-21 10:00:00,11,42,False
2021-05-21 11:00:00,11,44,False
2021-05-21 12:00:00,12,46,False
2021-05-21 13:00:00,10,47,False
2021-05-21 14:00:00,13,54,False
2021-05-21 15:00:00,15,56,False
2021-05-21 16:00:00,16,53,False
2021-05-21 17:00:00,15,52,False
2021-05-21 18:00:00,12,52,False
2021-05-21 19:00:00,14,55,False
2021-05-21 20:00:00,16,64,False
2021-05-21 21:00:00,18,67,False
2021-05-21 22:00:00,20,58,False
2021-05-21 23:00:00,16,56,False
2021-05-22 00:00:00,10,49,False
2021-05-22 01:00:00,15,48,False
2021-05-22 02:00:00,15,51,False
2021-05-22 03:00:00,16,58,False
2021-05-22 04:00:00,11,58,False
2021-05-22 05:00:00,17,51,False
2021-05-22 06:00:00,10,47,False
2021-05-22 07:00:00,11,42,False
2021-05-22 08:00:00,9,38,False
2021-05-22 09:00:00,10,35,False
2021-05-22 10:00:00,11,37,False
2021-05-22 11:00:00,13,36,False
2021-05-22 12:00:00,8,39,False
2021-05-22 13:00:00,12,41,False
2021-05-22 14:00:00,11,38,False
2021-05-22 15:00:00,11,38,False
2021-05-22 16:00:00,11,41,False
2021-05-22 17:00:00,11,37,False
2021-05-22 18:00:00,15,42,False
2021-05-22 19:00:00,10,41,False
2021-05-22 20:00:00,13,43,False
2021-05-22 21:00:00,11,49,False
2021-05-22 22:00:00,17,42,False
2021-05-22 23:00:00,12,46,False
2021-05-23 00:00:00,14,43,False
2021-05-23 01:00:00,12,42,False
2021-05-23 02:00:00,12,44,False
2021-05-23 03:00:00,12,44,False
2021-05-23 04:00:00,11,40,False
2021-05-23 05:00:00,12,38,False
2021-05-23 06:00:00,11,36,False
2021-05-23 07:00:00,11,36,False
2021-05-23 08:00:00,9,41,False
2021-05-23 09:00:00,12,36,False
2021-05-23 10:00:00,10,37,False
2021-05-23 11:00:00,9,36,False
2021-05-23 12:00:00,13,44,False
2021-05-23 13:00:00,15,54,False
2021-05-23 14:00:00,15,50,False
2021-05-23 15:00:00,16,53,False
2021-05-23 16:00:00,20,72,False
2021-05-23 17:00:00,15,61,False
2021-05-23 18:00:00,14,58,False
2021-05-23 19:00:00,14,56,False
2021-05-23 20:00:00,13,50,False
2021-05-23 21:00:00,13,58,False
2021-05-23 22:00:00,12,60,False
2021-05-23 23:00:00,13,50,False
2021-05-24 00:00:00,14,50,False
2021-05-24 01:00:00,11,55,False
2021-05-24 02:00:00,12,60,False
2021-05-24 03:00:00,11,49,False
2021-05-24 04:00:00,14,53,False
2021-05-24 05:00:00,11,50,False
2021-05-24 06:00:00,7,40,False
2021-05-24 07:00:00,10,35,False
2021-05-24 08:00:00,12,34,False
2021-05-24 09:00:00,8,36,False
2021-05-24 10:00:00,11,39,False
2021-05-24 11:00:00,8,43,False
2021-05-24 12:00:00,11,44,False
2021-05-24 13:00:00,11,47,False
2021-05-24 14:00:00,11,44,False
2021-05-24 15:00:00,12,46,False
2021-05-24 16:00:00,13,44,False
2021-05-24 17:00:00,12,44,False
2021-05-24 18:00:00,13,44,False
2021-05-24 19:00:00,15,52,False
2021-05-24 20:00:00,16,62,False
2021-05-24 21:00:00,16,60,False
2021-05-24 22:00:00,15,56,False
2021-05-24 23:00:00,14,49,False
