,datetime,btc_google_adjusted,bitcoin_google_adjusted,eth_google_adjusted,ethereum_google_adjusted,doge_google_adjusted,dogecoin_google_adjusted,BTCUSD_close,BTCUSD_high,BTCUSD_low,BTCUSD_open,ETHUSD_close,ETHUSD_high,ETHUSD_low,ETHUSD_open,DOGEUSD_close,DOGEUSD_high,DOGEUSD_low,DOGEUSD_open,BTC_transactions,BTC_av_trans_value_USD,BTC_tweets,BTC_google_trends,ETH_transactions,ETH_av_trans_value_USD,ETH_tweets,ETH_google_trends,DOGE_transactions,DOGE_av_trans_value_USD,DOGE_tweets,DOGE_google_trends
21,2021-01-22,50.05168766284791,41.75938494161781,37.57845253395627,29.9846444321268,2.036921638884561,0.4177366047631125,33005.76356216,33807.21242335,28953.372750999093,30618.76224941801,1236.51220729,1271.14667711,1046.5965794567037,1107.361339598294,0.0085235,0.00876921,0.00765988,0.00812101,323727.0,196790.0,79570.0,196.04,1182794.0,4692.0,10661.0,43.862,29509.0,4613.0,2741.0,0.723
22,2021-01-23,35.56644472166195,29.487986735089773,33.440600457183564,23.6044991518714,2.097289297398349,0.3442395752835141,32067.64288212,33352.211246101244,31514.44340575,32741.768427369367,1230.99063605,1272.15107388,1202.0411988279177,1224.947458997893,0.00857912,0.00880799,0.00838848,0.00849579,308120.0,171672.0,52802.0,141.251,1140666.0,2692.0,9344.0,35.545,28193.0,3412.0,3178.0,0.618
23,2021-01-24,32.85046167018958,26.50517352497421,38.33846618071045,27.02898607545896,2.2394453964792023,0.3568879012869798,32289.37808687,32938.76632181288,31106.68577002,32022.82917325514,1391.60940757,1394.8390352696313,1225.86722538,1231.668594732615,0.00872708,0.00894847,0.00851582,0.00851582,253832.0,192405.0,50983.0,130.118,1117744.0,3678.0,13600.0,37.319,26743.0,2874.0,3597.0,0.538
24,2021-01-25,33.432458038362235,28.648880366923844,48.55642743151654,34.35739926116961,2.2900763358778624,0.4676462154794908,32366.39304887,34801.24589925,32159.85516782,32305.821331218754,1324.414778,1466.42072509,1311.59315486,1391.132859675497,0.00838293,0.00887891,0.00827601,0.0086957,308962.0,249678.0,63766.0,132.698,1207210.0,4685.0,18718.0,49.16,27319.0,9326.0,2493.0,0.825
25,2021-01-26,29.401594303240547,26.80880954942294,39.86823723892077,27.815020867525085,2.2900763358778624,0.5261019924144272,32569.84955679,32794.5495902,31030.26596571,32102.07653413,1357.0581398,1374.9748825239467,1253.3403247949364,1318.42130152,0.00825458,0.00845550384223,0.00802230535232,0.00838200243369,336774.0,162065.0,55828.0,128.351,1194595.0,4456.0,12601.0,41.407,26415.0,3852.0,2429.0,0.733
26,2021-01-27,32.83968395966787,28.597767288659934,36.37672155404583,25.277371066353872,2.5763358778625958,0.5845577693493635,30432.54707881,32523.758256311343,29370.64444325,32523.758256311343,1253.18713315,1368.07405925,1215.31125838,1367.1808768007984,0.0074815,0.00825911248471,0.00730882,0.00825911248471,323411.0,192242.0,60652.0,138.327,1140980.0,4479.0,13422.0,37.945,28047.0,16776.0,4134.0,0.807
27,2021-01-28,33.90667730131773,29.901150784389745,35.239949005481904,26.42724363250958,23.66412213740458,15.354384074909952,33466.09635821,33858.31099229,30040.67622428,30440.30963534,1332.49224455,1356.285524284389,1228.72436967,1245.97650896,0.03408356,0.03417659384305,0.0073716,0.00748060850836,325001.0,213082.0,84933.0,141.191,1190834.0,3749.0,14092.0,37.449,67166.0,54603.0,254191.0,17.022
28,2021-01-29,54.65377005562053,47.1773712375927,45.30850586419102,32.355034964932955,100.0,78.64250523646771,34316.38765032,38372.03122081,32064.814186749347,33739.90272711,1382.52281244,1426.31322837,1293.54185321,1338.12704072,0.04716157,0.07797325,0.03316782,0.03444795,340884.0,256129.0,200783.0,226.037,1293963.0,5561.0,14839.0,47.322,119197.0,165727.0,967142.0,80.702
29,2021-01-30,37.70043140496167,34.04131012376678,35.61887318833655,26.708403695707528,38.96183206106871,29.573946666923,34269.52154165,34825.10971016,33019.0407545,34398.20523832,1376.11553895,1402.13812974,1330.85187026,1386.96012179,0.02817592,0.04980709532202,0.02256411901183,0.04680256402098,312177.0,213434.0,93578.0,159.379,1218241.0,3652.0,12159.0,41.272,55462.0,97017.0,242371.0,25.301
30,2021-01-31,33.432458038362235,28.405582114387617,33.778384300185415,24.945385914808607,22.595419847328245,16.5024555339121,33114.35774753,34271.03573117,32316.80283880548,34103.74931644,1314.9862286,1378.302531015034,1291.7005183,1371.62682919,0.03719621,0.04528851,0.02719349,0.02739877,290609.0,229107.0,68163.0,137.955,1244924.0,3244.0,9987.0,35.376,47657.0,78694.0,197198.0,14.171
31,2021-02-01,32.63221303212484,28.68925969875233,33.2370640389645,22.103506506792435,18.0763358778626,13.578887276806148,33940.89480922,34622.94126956,32387.17789757,32945.66787152,1332.95859544,1341.7613644015846,1274.96888989,1302.86287781,0.04043412016049,0.04325,0.03500801,0.03705358645781,277460.0,227453.0,91439.0,136.247,1300451.0,3245.0,12505.0,35.376,44665.0,198517.0,159158.0,11.842
32,2021-02-02,31.74305191408329,27.006106031521647,48.50229540539445,31.181732393510757,11.603053435114504,7.9008828105259985,35510.28903716,35857.523924792455,33567.28926556,33567.28926556,1515.19376962,1542.99094561,1409.7172095995495,1421.69153912,0.03152025,0.03402292128831,0.03046768,0.03208965,367682.0,186519.0,80624.0,125.947,1302891.0,5544.0,23049.0,47.168,36539.0,127919.0,91446.0,6.815
33,2021-02-03,34.58836749181625,28.764907054582928,61.60224572694071,44.52277739225333,10.01526717557252,6.402856100273363,37472.09010368,37472.09010368,35443.982726227434,35510.82121346216,1660.909542,1660.909542,1510.1296078403388,1514.7696231683542,0.03712003,0.03898548495411,0.03114623,0.03139155910147,344275.0,219147.0,87809.0,133.67,1314906.0,5641.0,22956.0,64.856,32956.0,62986.0,114368.0,5.522
34,2021-02-04,36.81127028692012,29.299003472042028,61.60224572694071,43.99650342780589,27.96946564885496,21.52809352959836,36926.06446515,38548.92532993,36329.44018555482,37683.91979380173,1594.76269414,1687.6254598494052,1561.85349322,1668.7794529760547,0.05328933,0.05770455,0.03595057,0.03722574045703,367628.0,222573.0,76348.0,141.373,1309863.0,6373.0,18854.0,64.856,58221.0,78571.0,198288.0,20.515
