date,eth,ethereum,isPartial
2020-03-10 23:00:00,10,43,False
2020-03-11 00:00:00,13,20,False
2020-03-11 01:00:00,13,26,False
2020-03-11 02:00:00,24,25,False
2020-03-11 03:00:00,23,22,False
2020-03-11 04:00:00,36,20,False
2020-03-11 05:00:00,19,32,False
2020-03-11 06:00:00,34,29,False
2020-03-11 07:00:00,25,36,False
2020-03-11 08:00:00,32,31,False
2020-03-11 09:00:00,44,26,False
2020-03-11 10:00:00,25,23,False
2020-03-11 11:00:00,35,30,False
2020-03-11 12:00:00,31,39,False
2020-03-11 13:00:00,23,27,False
2020-03-11 14:00:00,33,29,False
2020-03-11 15:00:00,23,33,False
2020-03-11 16:00:00,16,28,False
2020-03-11 17:00:00,18,37,False
2020-03-11 18:00:00,18,29,False
2020-03-11 19:00:00,17,32,False
2020-03-11 20:00:00,23,34,False
2020-03-11 21:00:00,19,44,False
2020-03-11 22:00:00,19,36,False
2020-03-11 23:00:00,20,40,False
2020-03-12 00:00:00,29,28,False
2020-03-12 01:00:00,14,23,False
2020-03-12 02:00:00,21,50,False
2020-03-12 03:00:00,14,42,False
2020-03-12 04:00:00,26,50,False
2020-03-12 05:00:00,16,34,False
2020-03-12 06:00:00,26,31,False
2020-03-12 07:00:00,34,47,False
2020-03-12 08:00:00,26,40,False
2020-03-12 09:00:00,42,44,False
2020-03-12 10:00:00,51,53,False
2020-03-12 11:00:00,49,65,False
2020-03-12 12:00:00,39,53,False
2020-03-12 13:00:00,56,43,False
2020-03-12 14:00:00,48,70,False
2020-03-12 15:00:00,30,66,False
2020-03-12 16:00:00,37,56,False
2020-03-12 17:00:00,41,55,False
2020-03-12 18:00:00,25,55,False
2020-03-12 19:00:00,42,65,False
2020-03-12 20:00:00,57,64,False
2020-03-12 21:00:00,77,70,False
2020-03-12 22:00:00,46,66,False
2020-03-12 23:00:00,49,95,False
2020-03-13 00:00:00,45,91,False
2020-03-13 01:00:00,61,83,False
2020-03-13 02:00:00,75,100,False
2020-03-13 03:00:00,49,66,False
2020-03-13 04:00:00,44,99,False
2020-03-13 05:00:00,57,86,False
2020-03-13 06:00:00,64,75,False
2020-03-13 07:00:00,73,80,False
2020-03-13 08:00:00,75,85,False
2020-03-13 09:00:00,62,65,False
2020-03-13 10:00:00,43,40,False
2020-03-13 11:00:00,41,52,False
2020-03-13 12:00:00,55,57,False
2020-03-13 13:00:00,54,78,False
2020-03-13 14:00:00,42,62,False
2020-03-13 15:00:00,50,47,False
2020-03-13 16:00:00,45,50,False
2020-03-13 17:00:00,42,47,False
2020-03-13 18:00:00,31,67,False
2020-03-13 19:00:00,43,48,False
2020-03-13 20:00:00,38,52,False
2020-03-13 21:00:00,38,60,False
2020-03-13 22:00:00,29,69,False
2020-03-13 23:00:00,41,56,False
2020-03-14 00:00:00,30,39,False
2020-03-14 01:00:00,28,52,False
2020-03-14 02:00:00,19,41,False
2020-03-14 03:00:00,25,46,False
2020-03-14 04:00:00,32,51,False
2020-03-14 05:00:00,29,51,False
2020-03-14 06:00:00,22,57,False
2020-03-14 07:00:00,27,52,False
2020-03-14 08:00:00,25,57,False
2020-03-14 09:00:00,33,39,False
2020-03-14 10:00:00,40,35,False
2020-03-14 11:00:00,30,41,False
2020-03-14 12:00:00,20,43,False
2020-03-14 13:00:00,29,48,False
2020-03-14 14:00:00,45,44,False
2020-03-14 15:00:00,27,21,False
2020-03-14 16:00:00,29,38,False
2020-03-14 17:00:00,18,34,False
2020-03-14 18:00:00,25,37,False
2020-03-14 19:00:00,30,40,False
2020-03-14 20:00:00,25,31,False
2020-03-14 21:00:00,29,33,False
2020-03-14 22:00:00,34,48,False
2020-03-14 23:00:00,24,39,False
2020-03-15 00:00:00,10,38,False
2020-03-15 01:00:00,20,54,False
2020-03-15 02:00:00,20,40,False
2020-03-15 03:00:00,19,24,False
2020-03-15 04:00:00,20,31,False
2020-03-15 05:00:00,23,29,False
2020-03-15 06:00:00,30,45,False
2020-03-15 07:00:00,43,61,False
2020-03-15 08:00:00,31,37,False
2020-03-15 09:00:00,35,48,False
2020-03-15 10:00:00,32,27,False
2020-03-15 11:00:00,26,42,False
2020-03-15 12:00:00,24,50,False
2020-03-15 13:00:00,29,30,False
2020-03-15 14:00:00,14,33,False
2020-03-15 15:00:00,19,37,False
2020-03-15 16:00:00,19,31,False
2020-03-15 17:00:00,28,41,False
2020-03-15 18:00:00,37,33,False
2020-03-15 19:00:00,23,38,False
2020-03-15 20:00:00,29,26,False
2020-03-15 21:00:00,29,44,False
2020-03-15 22:00:00,37,48,False
2020-03-15 23:00:00,18,54,False
