date,eth,ethereum,isPartial
2020-01-20 23:00:00,12,62,False
2020-01-21 00:00:00,12,56,False
2020-01-21 01:00:00,27,28,False
2020-01-21 02:00:00,40,40,False
2020-01-21 03:00:00,21,25,False
2020-01-21 04:00:00,26,61,False
2020-01-21 05:00:00,30,70,False
2020-01-21 06:00:00,24,56,False
2020-01-21 07:00:00,80,46,False
2020-01-21 08:00:00,65,56,False
2020-01-21 09:00:00,52,31,False
2020-01-21 10:00:00,57,48,False
2020-01-21 11:00:00,59,65,False
2020-01-21 12:00:00,68,37,False
2020-01-21 13:00:00,36,38,False
2020-01-21 14:00:00,42,43,False
2020-01-21 15:00:00,50,62,False
2020-01-21 16:00:00,61,48,False
2020-01-21 17:00:00,49,45,False
2020-01-21 18:00:00,29,47,False
2020-01-21 19:00:00,25,46,False
2020-01-21 20:00:00,32,35,False
2020-01-21 21:00:00,38,65,False
2020-01-21 22:00:00,34,54,False
2020-01-21 23:00:00,11,35,False
2020-01-22 00:00:00,16,71,False
2020-01-22 01:00:00,28,16,False
2020-01-22 02:00:00,32,20,False
2020-01-22 03:00:00,12,21,False
2020-01-22 04:00:00,43,39,False
2020-01-22 05:00:00,17,70,False
2020-01-22 06:00:00,43,40,False
2020-01-22 07:00:00,39,72,False
2020-01-22 08:00:00,55,52,False
2020-01-22 09:00:00,50,75,False
2020-01-22 10:00:00,62,30,False
2020-01-22 11:00:00,48,48,False
2020-01-22 12:00:00,47,26,False
2020-01-22 13:00:00,55,53,False
2020-01-22 14:00:00,39,35,False
2020-01-22 15:00:00,47,36,False
2020-01-22 16:00:00,48,41,False
2020-01-22 17:00:00,55,36,False
2020-01-22 18:00:00,32,42,False
2020-01-22 19:00:00,25,32,False
2020-01-22 20:00:00,48,43,False
2020-01-22 21:00:00,53,41,False
2020-01-22 22:00:00,30,34,False
2020-01-22 23:00:00,38,65,False
2020-01-23 00:00:00,19,35,False
2020-01-23 01:00:00,27,55,False
2020-01-23 02:00:00,27,51,False
2020-01-23 03:00:00,24,41,False
2020-01-23 04:00:00,26,31,False
2020-01-23 05:00:00,69,39,False
2020-01-23 06:00:00,36,48,False
2020-01-23 07:00:00,72,43,False
2020-01-23 08:00:00,43,36,False
2020-01-23 09:00:00,60,35,False
2020-01-23 10:00:00,74,36,False
2020-01-23 11:00:00,45,60,False
2020-01-23 12:00:00,44,34,False
2020-01-23 13:00:00,30,37,False
2020-01-23 14:00:00,34,25,False
2020-01-23 15:00:00,20,34,False
2020-01-23 16:00:00,43,32,False
2020-01-23 17:00:00,31,54,False
2020-01-23 18:00:00,35,53,False
2020-01-23 19:00:00,23,41,False
2020-01-23 20:00:00,38,50,False
2020-01-23 21:00:00,26,68,False
2020-01-23 22:00:00,34,52,False
2020-01-23 23:00:00,8,27,False
2020-01-24 00:00:00,32,24,False
2020-01-24 01:00:00,20,37,False
2020-01-24 02:00:00,12,45,False
2020-01-24 03:00:00,21,26,False
2020-01-24 04:00:00,41,32,False
2020-01-24 05:00:00,36,58,False
2020-01-24 06:00:00,57,41,False
2020-01-24 07:00:00,41,56,False
2020-01-24 08:00:00,54,34,False
2020-01-24 09:00:00,63,48,False
2020-01-24 10:00:00,52,46,False
2020-01-24 11:00:00,43,49,False
2020-01-24 12:00:00,35,43,False
2020-01-24 13:00:00,27,20,False
2020-01-24 14:00:00,33,40,False
2020-01-24 15:00:00,23,40,False
2020-01-24 16:00:00,30,42,False
2020-01-24 17:00:00,34,24,False
2020-01-24 18:00:00,18,36,False
2020-01-24 19:00:00,40,30,False
2020-01-24 20:00:00,23,32,False
2020-01-24 21:00:00,31,18,False
2020-01-24 22:00:00,28,53,False
2020-01-24 23:00:00,20,28,False
2020-01-25 00:00:00,13,29,False
2020-01-25 01:00:00,31,25,False
2020-01-25 02:00:00,18,74,False
2020-01-25 03:00:00,43,36,False
2020-01-25 04:00:00,20,37,False
2020-01-25 05:00:00,45,43,False
2020-01-25 06:00:00,25,19,False
2020-01-25 07:00:00,49,33,False
2020-01-25 08:00:00,32,42,False
2020-01-25 09:00:00,23,43,False
2020-01-25 10:00:00,26,59,False
2020-01-25 11:00:00,35,30,False
2020-01-25 12:00:00,36,28,False
2020-01-25 13:00:00,42,40,False
2020-01-25 14:00:00,34,30,False
2020-01-25 15:00:00,34,29,False
2020-01-25 16:00:00,30,26,False
2020-01-25 17:00:00,25,39,False
2020-01-25 18:00:00,40,30,False
2020-01-25 19:00:00,27,26,False
2020-01-25 20:00:00,16,33,False
2020-01-25 21:00:00,14,39,False
2020-01-25 22:00:00,23,43,False
2020-01-25 23:00:00,30,36,False
