date,eth,ethereum,isPartial
2020-07-28 23:00:00,17,17,False
2020-07-29 00:00:00,14,26,False
2020-07-29 01:00:00,16,26,False
2020-07-29 02:00:00,18,24,False
2020-07-29 03:00:00,23,27,False
2020-07-29 04:00:00,18,27,False
2020-07-29 05:00:00,22,41,False
2020-07-29 06:00:00,24,34,False
2020-07-29 07:00:00,19,27,False
2020-07-29 08:00:00,26,33,False
2020-07-29 09:00:00,21,29,False
2020-07-29 10:00:00,16,35,False
2020-07-29 11:00:00,21,31,False
2020-07-29 12:00:00,20,30,False
2020-07-29 13:00:00,20,25,False
2020-07-29 14:00:00,20,28,False
2020-07-29 15:00:00,23,25,False
2020-07-29 16:00:00,16,31,False
2020-07-29 17:00:00,15,27,False
2020-07-29 18:00:00,19,36,False
2020-07-29 19:00:00,17,24,False
2020-07-29 20:00:00,15,24,False
2020-07-29 21:00:00,18,37,False
2020-07-29 22:00:00,21,35,False
2020-07-29 23:00:00,15,28,False
2020-07-30 00:00:00,6,21,False
2020-07-30 01:00:00,13,23,False
2020-07-30 02:00:00,11,32,False
2020-07-30 03:00:00,17,29,False
2020-07-30 04:00:00,14,24,False
2020-07-30 05:00:00,16,27,False
2020-07-30 06:00:00,23,25,False
2020-07-30 07:00:00,15,24,False
2020-07-30 08:00:00,20,20,False
2020-07-30 09:00:00,18,26,False
2020-07-30 10:00:00,19,22,False
2020-07-30 11:00:00,21,25,False
2020-07-30 12:00:00,19,25,False
2020-07-30 13:00:00,10,20,False
2020-07-30 14:00:00,16,30,False
2020-07-30 15:00:00,10,24,False
2020-07-30 16:00:00,15,24,False
2020-07-30 17:00:00,14,25,False
2020-07-30 18:00:00,13,27,False
2020-07-30 19:00:00,20,31,False
2020-07-30 20:00:00,17,29,False
2020-07-30 21:00:00,20,37,False
2020-07-30 22:00:00,20,32,False
2020-07-30 23:00:00,16,29,False
2020-07-31 00:00:00,20,36,False
2020-07-31 01:00:00,18,31,False
2020-07-31 02:00:00,19,40,False
2020-07-31 03:00:00,25,36,False
2020-07-31 04:00:00,14,28,False
2020-07-31 05:00:00,26,26,False
2020-07-31 06:00:00,21,36,False
2020-07-31 07:00:00,21,43,False
2020-07-31 08:00:00,23,45,False
2020-07-31 09:00:00,24,44,False
2020-07-31 10:00:00,26,40,False
2020-07-31 11:00:00,19,33,False
2020-07-31 12:00:00,23,40,False
2020-07-31 13:00:00,22,40,False
2020-07-31 14:00:00,29,39,False
2020-07-31 15:00:00,31,44,False
2020-07-31 16:00:00,24,35,False
2020-07-31 17:00:00,20,30,False
2020-07-31 18:00:00,19,32,False
2020-07-31 19:00:00,15,23,False
2020-07-31 20:00:00,16,33,False
2020-07-31 21:00:00,18,40,False
2020-07-31 22:00:00,14,38,False
2020-07-31 23:00:00,15,22,False
2020-08-01 00:00:00,22,41,False
2020-08-01 01:00:00,13,26,False
2020-08-01 02:00:00,25,27,False
2020-08-01 03:00:00,19,42,False
2020-08-01 04:00:00,28,43,False
2020-08-01 05:00:00,27,51,False
2020-08-01 06:00:00,33,57,False
2020-08-01 07:00:00,26,54,False
2020-08-01 08:00:00,34,47,False
2020-08-01 09:00:00,27,51,False
2020-08-01 10:00:00,21,47,False
2020-08-01 11:00:00,25,46,False
2020-08-01 12:00:00,14,37,False
2020-08-01 13:00:00,14,37,False
2020-08-01 14:00:00,18,38,False
2020-08-01 15:00:00,17,34,False
2020-08-01 16:00:00,20,41,False
2020-08-01 17:00:00,21,46,False
2020-08-01 18:00:00,27,47,False
2020-08-01 19:00:00,35,71,False
2020-08-01 20:00:00,33,70,False
2020-08-01 21:00:00,23,80,False
2020-08-01 22:00:00,32,64,False
2020-08-01 23:00:00,26,41,False
2020-08-02 00:00:00,25,54,False
2020-08-02 01:00:00,28,58,False
2020-08-02 02:00:00,39,66,False
2020-08-02 03:00:00,42,65,False
2020-08-02 04:00:00,59,77,False
2020-08-02 05:00:00,45,100,False
2020-08-02 06:00:00,38,85,False
2020-08-02 07:00:00,34,69,False
2020-08-02 08:00:00,34,59,False
2020-08-02 09:00:00,31,61,False
2020-08-02 10:00:00,35,75,False
2020-08-02 11:00:00,30,63,False
2020-08-02 12:00:00,26,70,False
2020-08-02 13:00:00,33,57,False
2020-08-02 14:00:00,31,44,False
2020-08-02 15:00:00,15,44,False
2020-08-02 16:00:00,21,47,False
2020-08-02 17:00:00,24,66,False
2020-08-02 18:00:00,28,42,False
2020-08-02 19:00:00,21,39,False
2020-08-02 20:00:00,22,38,False
2020-08-02 21:00:00,12,40,False
2020-08-02 22:00:00,24,47,False
2020-08-02 23:00:00,18,43,False
